Unnamed: 0,path,sentence
36456,wavs_rir_added/record_healthcare_7000034_555_room_dis1.wav,รู้สึกว่าไฝตรงแขนจะเจ็บ
5364,wavs_rir_added/common_voice_th_25633211_room_dis1.wav,ดูหิ่งห้อย 
6620,wavs_rir_added/common_voice_th_27613458_room_dis1.wav,เปแอสเช กางแผนทุ่มซื้อซุปตาร์รายนี้ของ ลิเวอร์พูล
19351,wavs_rir_added/common_voice_th_26561363_room_dis1.wav,แสดงข้อความทั้งหมด
33191,wavs_rir_added/record_healthcare_7000038_2123_room_dis1.wav,โดนลูกสาวดุเลยนอนไม่หลับเครียดมาก
41064,wavs_rir_added/record_smarthome_7000053_951_room_dis1.wav,ลดอุณหภูมิเครื่องทำน้ำอุ่น
30532,wavs_rir_added/common_voice_th_27666394_room_dis1.wav,กัลฟ์ คอนเนคชั่น
21465,wavs_rir_added/common_voice_th_28748630_room_dis1.wav,ปีละไม่เกิน
25146,wavs_rir_added/common_voice_th_26567072_room_dis1.wav,ทินเนอร์
45064,wavs_rir_added/record_smarthome_7000019_1590_room_dis1.wav,เปิดพัดลมตอนบ่ายโมง
41504,wavs_rir_added/record_healthcare_7000019_402_room_dis1.wav,ปวดหลังขยับตัวไม่ไหว
35602,wavs_rir_added/record_healthcare_7000050_1244_room_dis1.wav,แคะหูมากเกินไปเลยปวดหู
32742,wavs_rir_added/record_smarthome_7000041_1074_room_dis1.wav,อีกยี่สิบนาทีเปิดทีวี
19719,wavs_rir_added/common_voice_th_26623407_room_dis1.wav,ไม่ประลาดใจเลย
38289,wavs_rir_added/record_smarthome_7000044_623_room_dis1.wav,ปิดเครื่องทำน้ำอุ่นเดี๋ยวนี้
32684,wavs_rir_added/record_smarthome_7000050_1802_room_dis1.wav,เปิดหน้าต่างทุกบาน
36511,wavs_rir_added/record_smarthome_7000038_877_room_dis1.wav,ปิดไฟในห้องครัวอีกยี่สิบนาที
40720,wavs_rir_added/record_healthcare_7000029_806_room_dis1.wav,กดจุดแก้เวียนหัวที่ท้ายทอย
10016,wavs_rir_added/common_voice_th_26156821_room_dis1.wav,คณะประมง มหาวิทยาลัยเกษตรศาสตร์
30084,wavs_rir_added/common_voice_th_27648600_room_dis1.wav,ได้ลดความอ้วนไปในตัว
47179,wavs_rir_added/record_smarthome_7000022_478_room_dis1.wav,ปิดฝักบัว
29325,wavs_rir_added/common_voice_th_27576146_room_dis1.wav,ร้านอาหารแถวนี้
41268,wavs_rir_added/record_healthcare_7000037_1114_room_dis1.wav,ยกกระถางต้นไม้ทั้งวันทำให้ปวดไหล่มาก
28132,wavs_rir_added/common_voice_th_27487299_room_dis1.wav,ยังหลีกไม่พ้นความเหน็ดเหนื่อยมากมาย
12774,wavs_rir_added/common_voice_th_26296249_room_dis1.wav,แดง ปวนมูล
46157,wavs_rir_added/record_healthcare_7000031_578_room_dis1.wav,รู้สึกเจ็บเวลาสัมผัสไฝ
18798,wavs_rir_added/common_voice_th_26062137_room_dis1.wav,ระเบิดจ้า ระเบิด
16682,wavs_rir_added/common_voice_th_28658305_room_dis1.wav,มีผัก
23335,wavs_rir_added/common_voice_th_26149097_room_dis1.wav,สีซอให้ควายฟัง
17612,wavs_rir_added/common_voice_th_26569549_room_dis1.wav,จอนี้ไม่ค่อยสว่าง
21883,wavs_rir_added/common_voice_th_29445815_room_dis1.wav,เจออีก
8272,wavs_rir_added/common_voice_th_26113603_room_dis1.wav,สิบถึงสิบหกชั่วโมงต่อวัน หกวันต่อสัปดาห์
45813,wavs_rir_added/record_smarthome_7000050_1050_room_dis1.wav,หรี่ไฟแก๊ส
32024,wavs_rir_added/common_voice_th_27716910_room_dis1.wav,จะนั่งจะยืนยังไงก็ได้ โตแล้ว
36903,wavs_rir_added/record_smarthome_7000017_486_room_dis1.wav,ปิดพัดลมดูดอากาศภายในหนึ่งนาที
16271,wavs_rir_added/common_voice_th_26479235_room_dis1.wav,ตุ๊กตาเริงระบำ
17152,wavs_rir_added/common_voice_th_26294679_room_dis1.wav,ซัลเฟอร์ไดออกไซด์
20717,wavs_rir_added/common_voice_th_28657566_room_dis1.wav,นั่นน่ะดิ
26575,wavs_rir_added/common_voice_th_27300733_room_dis1.wav,น้ำยาล้างจาน
14480,wavs_rir_added/common_voice_th_26445416_room_dis1.wav,หินกลิ้งไม่มีตะไคร่น้ำ
31537,wavs_rir_added/common_voice_th_27702245_room_dis1.wav,อาจจิตตกเป็นพัก
47421,wavs_rir_added/record_smarthome_7000025_2257_room_dis1.wav,เปิดไฟด้านข้างมุมห้องอาหารให้สลัวสลัวหน่อย
5254,wavs_rir_added/common_voice_th_28217456_room_dis1.wav,เข้าบัญชีวันไหน
31101,wavs_rir_added/common_voice_th_27687354_room_dis1.wav,พานเชิญขันหมาก
27257,wavs_rir_added/common_voice_th_27404889_room_dis1.wav,ประสาทแดก
35124,wavs_rir_added/record_smarthome_7000016_80_room_dis1.wav,ช่วยปิดเตาแก๊สหน่อย
40453,wavs_rir_added/record_healthcare_7000039_780_room_dis1.wav,แน่นหน้าอกบริเวณหัวใจ
7151,wavs_rir_added/common_voice_th_25915881_room_dis1.wav,ชีวิตมีความซับซ้อน
20869,wavs_rir_added/common_voice_th_28675460_room_dis1.wav,แผนที่โบราณ
11145,wavs_rir_added/common_voice_th_28721776_room_dis1.wav,ช่างภาพทีวีช่องดัง ลาออก ทนไม่ได้
40274,wavs_rir_added/record_smarthome_7000018_2564_room_dis1.wav,เพิ่มแรงดูดของเครื่องระบายอากาศให้หน่อย
25799,wavs_rir_added/common_voice_th_27148519_room_dis1.wav,ที่เป็นยาชนิดฉีด
46120,wavs_rir_added/record_smarthome_7000053_2064_room_dis1.wav,เปิดเพลงในทีวีหน่อย
15267,wavs_rir_added/common_voice_th_26109929_room_dis1.wav,อือ ตั้งแต่สี่ห้าโมงเป็นต้นไป บรรลัยมาก
44602,wavs_rir_added/record_healthcare_7000021_2389_room_dis1.wav,ปิดแมสนานหายใจลำบาก
43756,wavs_rir_added/record_smarthome_7000034_757_room_dis1.wav,ปิดไฟตรงตู้เก็บของในอีกสิบห้านาที
42638,wavs_rir_added/record_smarthome_7000038_504_room_dis1.wav,ปิดพัดลมห้องอาหาร
36391,wavs_rir_added/record_healthcare_7000052_1493_room_dis1.wav,ต้อกระจกส่วนใหญ่ที่เกิดตามวัยจะเป็นมากขึ้นตามอายุที่มากขึ้นสายตาจะมัวลงเรื่อยเรื่อย
8348,wavs_rir_added/common_voice_th_26114000_room_dis1.wav,มีนะฮะ
2689,wavs_rir_added/common_voice_th_26464652_room_dis1.wav,เครดิตฟองซิเอร์
47345,wavs_rir_added/record_healthcare_7000039_1136_room_dis1.wav,รู้สึกพะอืดพะอมอยากอาเจียน
29518,wavs_rir_added/common_voice_th_27579774_room_dis1.wav,ไม่รู้ว่าไปติดโควิดสิบเก้ามาจากที่ไหน
31333,wavs_rir_added/common_voice_th_27688044_room_dis1.wav,แน่จริงพี่ลองทำสิครับ
19270,wavs_rir_added/common_voice_th_26561068_room_dis1.wav,ประเจิดประเจ้อ
8978,wavs_rir_added/common_voice_th_27286976_room_dis1.wav,ควรตรวจดูให้แน่ใจ
26758,wavs_rir_added/common_voice_th_27308132_room_dis1.wav,ต้องอดทนเท่านั้น
43471,wavs_rir_added/record_smarthome_7000051_1079_room_dis1.wav,อีกสามนาทีปิดน้ำ
40998,wavs_rir_added/record_healthcare_7000027_1618_room_dis1.wav,เจ็บตามากมองไม่เห็นเลย
17361,wavs_rir_added/common_voice_th_26295870_room_dis1.wav,ไฟฟ้ากระแสสลับ
37247,wavs_rir_added/record_smarthome_7000039_102_room_dis1.wav,ช่วยเปิดไฟห้องน้ำอีกสิบนาที
43030,wavs_rir_added/record_smarthome_7000034_1086_room_dis1.wav,อีกสิบนาทีตั้งเสียงแจ้งเตือนให้หน่อย
46387,wavs_rir_added/record_smarthome_7000029_1503_room_dis1.wav,เปิดประตูที่จอดรถ
477,wavs_rir_added/common_voice_th_26546703_room_dis1.wav,ต่อมน้ำเหลือง
34391,wavs_rir_added/record_smarthome_7000036_722_room_dis1.wav,ปิดแอร์ในอีกสามสิบนาที
19963,wavs_rir_added/common_voice_th_26702265_room_dis1.wav,ชวนทุกคนสมัครอันนี้
27115,wavs_rir_added/common_voice_th_27347646_room_dis1.wav,ร้านหนังสือมือสองแถวข้าวสาร รับซื้อคืนครึ่งราคา ต้องหนังสือจากร้านเค้า แถวตรงข้ามเอ็มโพเรียมก็มี
28871,wavs_rir_added/common_voice_th_27523952_room_dis1.wav,ช่วงนี้ลองใช้
37574,wavs_rir_added/record_healthcare_7000032_1537_room_dis1.wav,พอเริ่มอายุเยอะก็เริ่มมีความวิตกกังวล
19501,wavs_rir_added/common_voice_th_26561664_room_dis1.wav,มานุษยวิทยา มีสระอาตรงคำว่ามาถูกแล้ว
38638,wavs_rir_added/record_smarthome_7000053_1559_room_dis1.wav,เปิดผ้าม่านห้องอาหารในอีกห้านาที
20484,wavs_rir_added/common_voice_th_28550557_room_dis1.wav,ดีต่อสุขภาพ
29173,wavs_rir_added/common_voice_th_27551199_room_dis1.wav,อีกหนึ่งเสียง ที่มักถูกกลืนหาย
45185,wavs_rir_added/record_healthcare_7000041_1047_room_dis1.wav,ปวดไหล่ร้าวมาปวดหัวด้วย
34643,wavs_rir_added/record_smarthome_7000034_1485_room_dis1.wav,เปิดน้ำใส่อ่างอาบน้ำ
35388,wavs_rir_added/record_smarthome_7000041_2234_room_dis1.wav,เปิดไฟกระจกอ่างล้างหน้า
42937,wavs_rir_added/record_healthcare_7000036_997_room_dis1.wav,ปวดท้องเหมือนจะถ่ายแต่ก็ถ่ายไม่ออก
39869,wavs_rir_added/record_healthcare_7000054_1186_room_dis1.wav,อาแทะขาไก่จนฟันร้าวในปาก
46859,wavs_rir_added/record_healthcare_7000044_5_room_dis1.wav,กินกุ้งเข้าไปแล้วเกิดตุ่มเม็ดไฝขึ้นที่ลำคอรู้สึกคัน
27901,wavs_rir_added/common_voice_th_27443985_room_dis1.wav,อยู่ห้องน้ำนะทุกคน
36795,wavs_rir_added/record_smarthome_7000021_1065_room_dis1.wav,อากาศร้อนนะเปิดแอร์อุณหภูมิยี่สิบสององศาเซลเซียส
45436,wavs_rir_added/record_smarthome_7000042_1676_room_dis1.wav,เปิดมู่ลี่
3395,wavs_rir_added/common_voice_th_27249463_room_dis1.wav,รวมข้อเท็จจริงที่หนุ่มบางคนอาจยังเข้าใจผิด
23039,wavs_rir_added/common_voice_th_26093342_room_dis1.wav,กวีนิพนธ์คนเดือนตุลา
44156,wavs_rir_added/record_smarthome_7000037_2363_room_dis1.wav,เปิดไฟหน้ากระจกในห้องน้ำทันที
43164,wavs_rir_added/record_smarthome_7000036_2301_room_dis1.wav,เปิดไฟที่จอดรถภายในหนึ่งนาทีให้หน่อย
5258,wavs_rir_added/common_voice_th_28217464_room_dis1.wav,โทรบอกเลย
22955,wavs_rir_added/common_voice_th_26081763_room_dis1.wav,สมมติว่าจริงแบบไม่มีกำหนดไปละกัน กระชับดี
4555,wavs_rir_added/common_voice_th_27740789_room_dis1.wav,ของเมือง
4777,wavs_rir_added/common_voice_th_28731263_room_dis1.wav,คิดข้ามเมฆ เอายกทรงที่ผลิตล้นเกินมาทำโซฟา พร้อมโฆษณาแฝง
38932,wavs_rir_added/record_smarthome_7000025_1058_room_dis1.wav,ห้าโมงเย็นปิดเครื่องฟอกอากาศ
1581,wavs_rir_added/common_voice_th_26597335_room_dis1.wav,ว่าอะไรว่าตามกัน
26968,wavs_rir_added/common_voice_th_27341729_room_dis1.wav,สวนทุเรียนบุฟเฟ่ต์
21412,wavs_rir_added/common_voice_th_28740018_room_dis1.wav,ต้องคำนึงถึงข้อนี้ให้ดีว่าไม่ใช่ทุกคนจะเข้าถึงได้
32831,wavs_rir_added/record_smarthome_7000053_1143_room_dis1.wav,เชื่อมต่ออินเตอร์เน็ต
37149,wavs_rir_added/record_healthcare_7000023_2376_room_dis1.wav,ปวดหัวข้างเดียวเป็นประจำ
42454,wavs_rir_added/record_smarthome_7000032_178_room_dis1.wav,ตั้งเวลาเปิดปิดไฟอัตโนมัติเมื่อมีคนเข้าออกห้องเก็บของ
40094,wavs_rir_added/record_smarthome_7000052_513_room_dis1.wav,ปิดพัดลมในลานจอดรถ
12030,wavs_rir_added/common_voice_th_27422799_room_dis1.wav,ถ้า ครุฑ เป็น ครุฑพ่าห์ ครุฑพาหนะ
27614,wavs_rir_added/common_voice_th_27433078_room_dis1.wav,ลมพัดเอาละอองเกสรปลิวไปไกล
27611,wavs_rir_added/common_voice_th_27433058_room_dis1.wav,หางาน
42559,wavs_rir_added/record_healthcare_7000054_603_room_dis1.wav,ร่างกายเหนื่อยล้าเหมือนตอนขาดน้ำ
13620,wavs_rir_added/common_voice_th_26353998_room_dis1.wav,เยิ่นเย้อกฐินบก
28178,wavs_rir_added/common_voice_th_27487387_room_dis1.wav,สิบสอง สูตรทำน้ำยาฆ่าเชื้อโควิด สิบเก้า ไว้ทำความสะอาดบ้านกำจัดไวรัสร้าย
41649,wavs_rir_added/record_smarthome_7000028_693_room_dis1.wav,ปิดแอร์ที่จอดรถ
27478,wavs_rir_added/common_voice_th_27407594_room_dis1.wav,ล็อกสเป็ค 
9139,wavs_rir_added/common_voice_th_27732430_room_dis1.wav,ทำให้ต้องปิดด่าน
42824,wavs_rir_added/record_smarthome_7000043_1448_room_dis1.wav,เปิดน้ำอุ่น
19592,wavs_rir_added/common_voice_th_26607599_room_dis1.wav,แวงจตุลังคบาท
30533,wavs_rir_added/common_voice_th_27666395_room_dis1.wav,ถ้าหัวนมปกติ
20145,wavs_rir_added/common_voice_th_26702892_room_dis1.wav,น่าสนุกมาก
44526,wavs_rir_added/record_healthcare_7000042_772_room_dis1.wav,เหนื่อยเหมือนวิ่งเปรี้ยว
31470,wavs_rir_added/common_voice_th_27700319_room_dis1.wav,ดีไซน์สวย ทันสมัย
5202,wavs_rir_added/common_voice_th_28216979_room_dis1.wav,ข่มขู่กดดันคนจัดงาน
16893,wavs_rir_added/common_voice_th_26070098_room_dis1.wav,ปรีชากรุ๊ป
31400,wavs_rir_added/common_voice_th_27696366_room_dis1.wav,ขี้โกง
18178,wavs_rir_added/common_voice_th_26500379_room_dis1.wav,ถ้าแอปหมอไม่พร้อม ให้โทรสายด่วนแทน
17714,wavs_rir_added/common_voice_th_26629733_room_dis1.wav,คาร์บอนไดออกไซด์
19651,wavs_rir_added/common_voice_th_26607833_room_dis1.wav,ขุนแผนขี่ม้าสีหมอก ได้มาจากเพชรบุรี
33946,wavs_rir_added/record_smarthome_7000023_882_room_dis1.wav,ปิดไฟในห้องนั่งเล่น
37997,wavs_rir_added/record_smarthome_7000037_1004_room_dis1.wav,ล็อกประรั้ว
27635,wavs_rir_added/common_voice_th_27433298_room_dis1.wav,รวมทั้งเวลาที่อากาศหนาวเย็น
21031,wavs_rir_added/common_voice_th_28721236_room_dis1.wav,จะมีเรื่องให้ต้องทบทวนตัดสินใจอยู่อีก
39519,wavs_rir_added/record_healthcare_7000033_1678_room_dis1.wav,ไออีกแล้วสงสัยจะเป็นภูมิแพ้
24042,wavs_rir_added/common_voice_th_26339169_room_dis1.wav,เปิดไฟผิดดวง
5117,wavs_rir_added/common_voice_th_28125908_room_dis1.wav,ชื่อนามสกุล วันเดือนปีเกิด
16236,wavs_rir_added/common_voice_th_26479043_room_dis1.wav,เปลี่ยนเกียร์
25084,wavs_rir_added/common_voice_th_26558693_room_dis1.wav,ซิกแนลกับเทเลแกรมเป็นแอปส่งความที่เข้ารหัสลับ
19787,wavs_rir_added/common_voice_th_26623923_room_dis1.wav,หัวใจที่ไร้รัก  กันย์ กานดา
36407,wavs_rir_added/record_healthcare_7000033_1117_room_dis1.wav,ยกของหนักไม่ค่อยได้
9726,wavs_rir_added/common_voice_th_26167856_room_dis1.wav,เบอร์ลี่ ยุคเกอร์
28813,wavs_rir_added/common_voice_th_27523770_room_dis1.wav,ผลงานแรก ไฟฟรี ผลงานสอง น้ำฟรี สาม รถเมล์ฟรี สี่ รถไฟฟรี
11072,wavs_rir_added/common_voice_th_28678089_room_dis1.wav,เจซีทัวร์
9153,wavs_rir_added/common_voice_th_27744747_room_dis1.wav,เมื่อช่วงเช้าวันพุธที่ผ่านมา
45095,wavs_rir_added/record_smarthome_7000041_231_room_dis1.wav,ปรับน้ำฝักบัวให้อยู่ที่อุณหภูมิยี่สิบเจ็ดองศาเซลเซียส
17845,wavs_rir_added/common_voice_th_26631072_room_dis1.wav,ไม่รับถุง
514,wavs_rir_added/common_voice_th_26546795_room_dis1.wav,พอเป็นกรุงเทพบางจุด
16233,wavs_rir_added/common_voice_th_26479038_room_dis1.wav,แปดเหลี่ยมแปดคม
34627,wavs_rir_added/record_healthcare_7000043_1165_room_dis1.wav,วันนี้ตื่นมาตอนเช้ารู้สึกปวดหูมากต้องไปหาหมอแล้วล่ะ
10292,wavs_rir_added/common_voice_th_26625511_room_dis1.wav,ในระยะต่อไป
18792,wavs_rir_added/common_voice_th_26062120_room_dis1.wav,เหงื่อตกกีบ
9854,wavs_rir_added/common_voice_th_26443541_room_dis1.wav,กินล้างกินผลาญ
34243,wavs_rir_added/record_smarthome_7000032_738_room_dis1.wav,ปิดโทรทัศน์ในอีกห้านาที
38238,wavs_rir_added/record_healthcare_7000025_629_room_dis1.wav,หกล้มเอาเข่าลงตอนนี้เลยเจ็บเข่ามาก
2081,wavs_rir_added/common_voice_th_27184315_room_dis1.wav,ได้ใช้ความคิดสร้างสรรค์แบบพลิกแพลง
32811,wavs_rir_added/record_healthcare_7000021_978_room_dis1.wav,นอนนานจนปวดไหล่
47560,wavs_rir_added/record_smarthome_7000026_2379_room_dis1.wav,เปิดไฟหรี่ที่จอดรถ
43159,wavs_rir_added/record_smarthome_7000036_2528_room_dis1.wav,เพิ่มระดับเสียงเพลง
46692,wavs_rir_added/record_smarthome_7000050_2222_room_dis1.wav,เปิดใช้งานเครื่องกรองอากาศ
46446,wavs_rir_added/record_smarthome_7000054_1767_room_dis1.wav,เปิดวิทยุคลื่นที่มีเพลงสบายสบาย
292,wavs_rir_added/common_voice_th_26210481_room_dis1.wav,แหล่งข้อมูลอื่น
15554,wavs_rir_added/common_voice_th_26163566_room_dis1.wav,วัวสันหลังหวะ
14544,wavs_rir_added/common_voice_th_26459935_room_dis1.wav,สายใจ  ลักษณวดี
19749,wavs_rir_added/common_voice_th_26623654_room_dis1.wav,วิวาห์อลเวง  มณีบุษย์
19946,wavs_rir_added/common_voice_th_26702228_room_dis1.wav,ประโยชน์ของระฆังวัดน้อยลง
1669,wavs_rir_added/common_voice_th_27249797_room_dis1.wav,เป็นช่วงเหนื่อยจนแทบท้อ
26151,wavs_rir_added/common_voice_th_27269604_room_dis1.wav,ต่อมาเมื่อมีความเจริญขึ้นตรงบริเวณนั้น
38310,wavs_rir_added/record_healthcare_7000022_1661_room_dis1.wav,แผลเป็นหนองเหมือนติดเชื้อ
18442,wavs_rir_added/common_voice_th_26651095_room_dis1.wav,เทอร์โมสเฟียร์
42779,wavs_rir_added/record_healthcare_7000040_589_room_dis1.wav,รู้สึกเหมือนมีไข้น่าจะติดมาจากหลาน
40934,wavs_rir_added/record_healthcare_7000026_1124_room_dis1.wav,รู้สึกปวดท้องน้อยด้านขวาคล้ายจะเป็นไส้ติ่ง
18460,wavs_rir_added/common_voice_th_26662912_room_dis1.wav,ภัตตานิ สัปปะริวารานิ
34695,wavs_rir_added/record_smarthome_7000053_1864_room_dis1.wav,เปิดเครื่องดูดควันเดี๋ยวนี้
24774,wavs_rir_added/common_voice_th_26424563_room_dis1.wav,สยามอินเตอร์บุ๊คส์
37735,wavs_rir_added/record_smarthome_7000026_984_room_dis1.wav,ลดแอร์ให้เหลือยี่สิบหกองศาเซลเซียส
11461,wavs_rir_added/common_voice_th_28821461_room_dis1.wav,อีกไม่นานก็เข้าพรรษาแล้ว
